subject_id,text,interaction_type,date,language
S040,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,comment,2024-08-22,si
S040,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",message,2024-10-25,si
S040,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,message,2024-01-26,si
S040,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,caption,2024-11-01,si
S040,,view,2024-12-10,si
S040,,react,2024-05-26,si
S040,,like,2024-01-05,si
S040,,like,2024-08-08,si
S040,,react,2024-05-15,si
S041,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-08-18,si
S041,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-11-15,si
S041,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,comment,2024-03-01,si
S041,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,message,2024-07-20,si
S041,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,message,2024-10-12,si
S041,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",caption,2024-04-11,si
S041,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-07-24,si
S041,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,comment,2024-01-24,si
S041,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",message,2024-12-31,si
S041,,react,2024-08-30,si
S041,,like,2024-08-21,si
S041,,react,2024-11-06,si
S041,,view,2024-03-12,si
S041,,view,2024-11-09,si
S042,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-08-31,ta
S042,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-06-18,ta
S042,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,caption,2024-08-01,ta
S042,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-12-18,ta
S042,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,message,2024-11-01,ta
S042,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-12-01,ta
S042,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,caption,2024-04-26,ta
S042,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,message,2024-10-25,ta
S042,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,caption,2024-09-25,ta
S042,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,comment,2024-07-13,ta
S042,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,caption,2024-01-17,ta
S042,,like,2024-12-24,ta
S042,,like,2024-04-07,ta
S042,,view,2024-08-13,ta
S042,,like,2024-08-02,ta
S042,,react,2024-07-30,ta
S042,,view,2024-04-14,ta
S043,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,message,2024-09-26,si
S043,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,message,2024-03-29,si
S043,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-06-24,si
S043,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-12-12,si
S043,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,message,2024-11-08,si
S043,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",message,2024-05-06,si
S043,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,comment,2024-06-01,si
S043,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-05-27,si
S043,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",caption,2024-12-19,si
S043,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,message,2024-06-11,si
S043,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-10-13,si
S043,,view,2024-05-20,si
S043,,react,2024-03-03,si
S043,,react,2024-12-12,si
S043,,view,2024-07-13,si
S044,Watched something on television after dinner. I cannot remember now what the programme was called or what it was about.,comment,2024-04-19,en
S044,Had my morning tea and sat for a while thinking. The day passed quite slowly. I did not manage to do as much as I had planned.,caption,2024-05-18,en
S044,Tried to read my book this evening but found it difficult to focus for very long. I had to reread the same paragraph a few times.,comment,2024-03-11,en
S044,Wrote a message to my sister today. I had to rewrite it a couple of times because I kept losing my train of thought halfway through.,comment,2024-10-27,en
S044,Went outside for a walk in the morning. Came back after a while feeling a little tired. I am not sure how long I was out for.,caption,2024-01-26,en
S044,Had my morning tea and sat for a while thinking. The day passed quite slowly. I did not manage to do as much as I had planned.,caption,2024-04-25,en
S044,Went outside for a walk in the morning. Came back after a while feeling a little tired. I am not sure how long I was out for.,comment,2024-01-27,en
S044,Did some work around the house today. I am not sure if I finished everything I meant to do. I will have to check again tomorrow.,caption,2024-06-18,en
S044,Watched something on television after dinner. I cannot remember now what the programme was called or what it was about.,caption,2024-02-21,en
S044,,like,2024-03-11,en
S044,,like,2024-10-08,en
S044,,react,2024-07-27,en
S044,,view,2024-08-31,en
S044,,like,2024-11-29,en
S044,,view,2024-05-27,en
S045,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",comment,2024-08-01,si
S045,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,message,2024-07-22,si
S045,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",comment,2024-05-28,si
S045,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-06-01,si
S045,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,message,2024-02-24,si
S045,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-08-20,si
S045,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,message,2024-09-25,si
S045,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",message,2024-09-15,si
S045,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,comment,2024-04-08,si
S045,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-03-24,si
S045,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,message,2024-11-27,si
S045,,like,2024-04-05,si
S045,,view,2024-06-21,si
S045,,react,2024-10-17,si
S046,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,message,2024-03-12,ta
S046,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-05-07,ta
S046,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-07-15,ta
S046,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,message,2024-05-16,ta
S046,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-10-25,ta
S046,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,message,2024-01-06,ta
S046,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-12-20,ta
S046,,react,2024-02-01,ta
S046,,view,2024-03-01,ta
S046,,like,2024-06-06,ta
S046,,react,2024-07-26,ta
S046,,react,2024-09-14,ta
S046,,react,2024-06-08,ta
S047,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,message,2024-11-06,si
S047,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,caption,2024-12-25,si
S047,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,caption,2024-10-02,si
S047,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",caption,2024-05-06,si
S047,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-02-11,si
S047,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,caption,2024-09-27,si
S047,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-02-09,si
S047,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-02-01,si
S047,,like,2024-09-15,si
S047,,react,2024-10-20,si
S047,,like,2024-03-17,si
S047,,react,2024-06-16,si
S048,geval wada kalaa ada. okkoma karala ivara kalada kiyala mathaka naa. heta ithurath check karanna one.,caption,2024-08-21,romanized_sinhala
S048,ada kade giya monawa hari genna. monada gaththe kiyala therenne naa. bag eka dedena patta check kalaa.,message,2024-10-13,romanized_sinhala
S048,potha kiyawanna try kalaa magema hithe hitiye naa. paragraph eka nawatha nawatha kiyawanna una.,message,2024-01-12,romanized_sinhala
S048,potha kiyawanna try kalaa magema hithe hitiye naa. paragraph eka nawatha nawatha kiyawanna una.,caption,2024-01-02,romanized_sinhala
S048,eliyata giya walk ekakata. tikak mahansiyen aawa. kohomada innne kiyala therenne naa.,comment,2024-10-23,romanized_sinhala
S048,ada kade giya monawa hari genna. monada gaththe kiyala therenne naa. bag eka dedena patta check kalaa.,message,2024-08-04,romanized_sinhala
S048,yaluwata call kalaa. monava katha kalada dhan mathaka naa. weekend ekaka wagayi kiyala hithanawa.,comment,2024-10-04,romanized_sinhala
S048,,view,2024-02-05,romanized_sinhala
S048,,view,2024-01-17,romanized_sinhala
S048,,like,2024-07-28,romanized_sinhala
S048,,react,2024-03-10,romanized_sinhala
S048,,view,2024-11-26,romanized_sinhala
S048,,view,2024-07-10,romanized_sinhala
S049,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-07-20,si
S049,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",comment,2024-04-24,si
S049,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,message,2024-06-01,si
S049,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-08-05,si
S049,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,comment,2024-04-27,si
S049,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,comment,2024-06-26,si
S049,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,caption,2024-04-06,si
S049,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-01-17,si
S049,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,comment,2024-11-10,si
S049,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",comment,2024-04-15,si
S049,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,comment,2024-10-31,si
S049,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,caption,2024-11-02,si
S049,,like,2024-12-26,si
S049,,react,2024-05-05,si
S049,,view,2024-01-23,si
S049,,like,2024-08-12,si
S049,,like,2024-10-03,si
S050,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,caption,2024-12-04,ta
S050,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,message,2024-07-30,ta
S050,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-02-01,ta
S050,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,caption,2024-03-30,ta
S050,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,message,2024-10-11,ta
S050,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,caption,2024-06-25,ta
S050,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,message,2024-09-25,ta
S050,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-07-28,ta
S050,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-07-11,ta
S050,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,comment,2024-08-30,ta
S050,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,caption,2024-06-02,ta
S050,,view,2024-03-14,ta
S050,,react,2024-01-30,ta
S050,,view,2024-07-30,ta
S050,,react,2024-10-12,ta
S050,,view,2024-03-09,ta
S051,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,caption,2024-12-10,ta
S051,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,comment,2024-01-21,ta
S051,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,caption,2024-10-27,ta
S051,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,message,2024-04-21,ta
S051,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,message,2024-06-19,ta
S051,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,comment,2024-04-18,ta
S051,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,comment,2024-09-02,ta
S051,,react,2024-12-22,ta
S051,,like,2024-12-26,ta
S051,,like,2024-07-22,ta
S051,,view,2024-10-09,ta
S052,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-06-12,ta
S052,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,message,2024-06-09,ta
S052,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,comment,2024-10-15,ta
S052,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,message,2024-01-09,ta
S052,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,caption,2024-10-26,ta
S052,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-05-31,ta
S052,யாரோ வந்தார்கள். பேசினோம். என்ன பேசினோம் என்று இப்போது மறந்துவிட்டேன். முக்கியமான விஷயமா என்று தெரியவில்லை.,comment,2024-06-17,ta
S052,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-10-18,ta
S052,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,caption,2024-10-08,ta
S052,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,message,2024-05-11,ta
S052,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-08-23,ta
S052,,like,2024-06-29,ta
S052,,react,2024-03-12,ta
S052,,view,2024-10-06,ta
S052,,react,2024-04-04,ta
S052,,like,2024-11-24,ta
S052,,like,2024-09-25,ta
S053,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",comment,2024-01-05,si
S053,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,message,2024-08-21,si
S053,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-11-12,si
S053,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,caption,2024-09-04,si
S053,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,comment,2024-01-09,si
S053,රූපවාහිනී බැලුවා. මොකක්ද කියලා දැන් හරිහැටි මතක නෑ. ටික වෙලාවක් බලලා නැවතුණා.,message,2024-10-09,si
S053,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-01-09,si
S053,කෑම හැදුවා. කෑවා. හොඳද නැද්ද හරියට මතක නෑ. ඊළඟ පාර මොකද හදන්නේ කියලත් සිහි නෑ.,message,2024-10-01,si
S053,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,caption,2024-09-14,si
S053,ගෙදරින් එළියට ගිහින් ටිකක් ඉඳලා ආවා. ඇයි ගිහින් ආවේ හරිහැටි දන්නෑ. ගිය කාරණාව අමතකයි.,comment,2024-04-01,si
S053,අද ගෙදර ඉඳගෙන ටිකක් කාලය ගෙවුණා. හිතට ටිකක් අමාරුයි. මොකද කරන්නේ කියලා හිතාගන්නම අමාරුයි.,comment,2024-09-25,si
S053,"යන්න හිතුණා, ගියා, ආවා. හරියටම මොකද ගොස් කළේ කියලා දැන් හොඳට මතක නෑ. ටිකක් අමාරුයි.",caption,2024-04-08,si
S053,,view,2024-09-26,si
S053,,view,2024-06-30,si
S053,,like,2024-07-22,si
S053,,view,2024-07-10,si
S054,Did some work around the house today. I am not sure if I finished everything I meant to do. I will have to check again tomorrow.,caption,2024-07-12,en
S054,Watched something on television after dinner. I cannot remember now what the programme was called or what it was about.,caption,2024-01-29,en
S054,Went to the shop today to get some things. I got a few items but I cannot quite remember what else I was supposed to get. Had to check my bag twice.,comment,2024-12-25,en
S054,Called my friend this afternoon. We talked for a while but I have already forgotten most of what we said. I think it was something about the weekend.,message,2024-09-12,en
S054,Saw someone I know at the market today. I recognised their face but could not remember their name until they introduced themselves.,comment,2024-10-16,en
S054,Had my morning tea and sat for a while thinking. The day passed quite slowly. I did not manage to do as much as I had planned.,comment,2024-01-22,en
S054,Went outside for a walk in the morning. Came back after a while feeling a little tired. I am not sure how long I was out for.,caption,2024-12-20,en
S054,Watched something on television after dinner. I cannot remember now what the programme was called or what it was about.,comment,2024-05-18,en
S054,Called my friend this afternoon. We talked for a while but I have already forgotten most of what we said. I think it was something about the weekend.,message,2024-12-16,en
S054,Had my morning tea and sat for a while thinking. The day passed quite slowly. I did not manage to do as much as I had planned.,caption,2024-10-15,en
S054,Went to the shop today to get some things. I got a few items but I cannot quite remember what else I was supposed to get. Had to check my bag twice.,message,2024-04-01,en
S054,Went to the shop today to get some things. I got a few items but I cannot quite remember what else I was supposed to get. Had to check my bag twice.,caption,2024-04-16,en
S054,,react,2024-03-14,en
S054,,like,2024-07-22,en
S054,,like,2024-06-02,en
S055,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,caption,2024-09-13,ta
S055,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,comment,2024-01-28,ta
S055,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-04-28,ta
S055,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,caption,2024-11-05,ta
S055,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,message,2024-07-22,ta
S055,இன்று வீட்டில் இருந்தேன். என்ன செய்தேன் என்று சரியாக நினைவில்லை. நேரம் மெதுவாக கடந்தது.,message,2024-11-20,ta
S055,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,comment,2024-09-08,ta
S055,சாப்பிட்டேன். சரியாக இருந்ததா என்று தெரியவில்லை. என்ன சமைத்தோம் என்றும் மறந்துவிட்டது.,message,2024-10-10,ta
S055,வெளியே சென்றேன். திரும்பி வந்தேன். ஏன் சென்றேன் என்ற காரணம் மறந்துவிட்டது.,caption,2024-04-05,ta
S055,தொலைக்காட்சி பார்த்தேன். என்ன நிகழ்ச்சி என்று நினைவில்லை. சிறிது நேரம் பார்த்துவிட்டு நிறுத்தினேன்.,message,2024-12-04,ta
S055,,react,2024-02-13,ta
S055,,like,2024-05-31,ta
